question_id,subject,class,subtopic,topic,difficulty_level,question_text,option_A,option_B,option_C,option_D,correct_option,answer_text,difficulty_label
4280,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Area of a circle = πr_____, where r is the radius of the circle",3,2,1,7,B,2,Medium
4281,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Based on the conversion of units for lengths, studied earlier, the units of areas can also be converted: 1 cm_____ = 100 mm_____, 1 m_____ = 10000 cm_____ , 1 hectare = 10000 m_____",1,3,7,2,D,2,Medium
4282,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"2019-20 
      _____",12,17,13,11,A,12,Medium
4283,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"1 INTRODUCTION We have already come across simple algebraic expressions like x + 3, y – 5, _____x + 5, 10y – 5 and so on",3,9,5,4,D,4,Medium
4284,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Examples of constants are: 4, 100, –_____, etc",17,18,16,22,A,17,Medium
4285,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"We have already come across expressions like 4x + 5, _____y – 20",10,15,9,11,A,10,Medium
4286,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"The expression _____x + 5 is obtained from the variable x, first by multiplying x by the constant _____ and then adding the constant 5 to the product",4,5,3,9,A,4,Medium
4287,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Similarly, 10y – _____ is obtained by first multiplying y by 10 and then subtracting _____ from the product",19,20,25,21,B,20,Medium
4288,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Look at how the following expressions are obtained: x2, 2y2, 3x2 – 5, xy, _____xy + 7 (i) The expression x2 is obtained by multiplying the variable x by itself; x × x = x 2 Just as _____ × _____ is written as _____2, we write x × x = x2",3,4,9,5,B,4,Medium
4289,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"   _____-20 
      (Later, when you study the chapter ‘Exponents and Powers’ you will realise that x2 may also be read as x raised to the power 2)",2019,2020,2024,2018,A,2019,Medium
4290,Mathematics,Class 7,General Maths,General Maths - Class 7,2,(ii) The expression _____y_____ is obtained from y: _____y _____ = _____ × y × y Here by multiplying y with y we obtain y_____ and then we multiply y_____ by the constant _____,3,2,7,1,B,2,Medium
4291,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"(iii) In (3x_____ – 5) we first obtain x_____, and multiply it by 3 to get 3x_____",2,1,3,7,A,2,Medium
4292,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"From 3x_____, we subtract 5 to finally arrive at 3x_____ – 5",3,2,1,7,B,2,Medium
4293,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"(v) In _____xy + 7, we first obtain xy, multiply it by _____ to get _____xy and add 7 to _____xy to get the expression",9,4,5,3,B,4,Medium
4294,Mathematics,Class 7,General Maths,General Maths - Class 7,2,_____ TERMS OF AN EXPRESSION We shall now put in a systematic form what we have learnt above about how expressions are formed,8,3,2,4,B,3,Medium
4295,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Consider the expression (_____x + 5),9,4,5,3,B,4,Medium
4296,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"In forming this expression, we first formed 4x separately as a product of 4 and x and then added _____ to it",5,4,10,6,A,5,Medium
4297,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Similarly consider the expression (_____x2 + 7y),4,2,3,8,C,3,Medium
4298,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Here we first formed _____x2 separately as a product of _____, x and x",2,8,4,3,D,3,Medium
4299,Mathematics,Class 7,General Maths,General Maths - Class 7,2,We then formed _____y separately as a product of _____ and y,7,6,12,8,A,7,Medium
4300,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Having formed _____x2 and 7y separately, we added them to get the expression",2,4,8,3,D,3,Medium
4301,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Look at the expression (4x2 – _____xy),2,8,3,4,C,3,Medium
4302,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"We say that it has two terms, _____x2 and –3xy",3,5,4,9,C,4,Medium
4303,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"The term _____x2 is a product of _____, x and x, and the term (–3xy) is a product of (–3), x and y",3,5,4,9,C,4,Medium
4304,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Just as the terms _____x and 5 are added to form the expression (_____x + 5), the terms _____x2 and (–3xy) are added to give the expression (_____x2 – 3xy)",5,3,9,4,D,4,Medium
4305,Mathematics,Class 7,General Maths,General Maths - Class 7,2,This is because 4x_____ + (–3xy) = 4x_____ – 3xy,3,7,1,2,D,2,Medium
4306,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"In the expression 4x2 –_____xy, we took the term as (–_____xy) and not as (_____xy)",8,3,4,2,B,3,Medium
4307,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Factors of a term We saw above that the expression (4x_____ – 3xy) consists of two terms 4x_____ and –3xy,7,2,3,1,B,2,Medium
4308,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"The term 4x_____ is a product of 4, x and x; we say that 4, x and x are the factors of the term 4x_____",2,7,1,3,A,2,Medium
4309,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"The term –_____xy is a product of the factors –_____, x and y",2,4,8,3,D,3,Medium
4310,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Describe how the following expressions are obtained: 7xy + 5, x_____y, 4x_____ – 5x TRY THESE _____019-_____0 
      We can represent the terms and factors of the terms of an expression conveniently and elegantly by a tree diagram",2,7,3,1,A,2,Medium
4311,Mathematics,Class 7,General Maths,General Maths - Class 7,2,The tree for the expression (_____x2 – 3xy) is as shown in the adjacent figure,4,9,5,3,A,4,Medium
4312,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Let us draw a tree diagram for the expression 5xy + _____,10,15,11,9,A,10,Medium
4313,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Similarly, if x_____ were a term, it would be written as x × x × x and not x2 × x",8,4,3,2,C,3,Medium
4314,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"In the term 10xyz, 10 is the coefficient of xyz, in the term –7x_____y_____, –7 is the coefficient of x_____y_____",2,7,1,3,A,2,Medium
4315,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"For example, 1x is written as x; 1 x_____y_____ is written as x_____y_____ and so on",2,3,1,7,A,2,Medium
4316,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Thus (–_____) x is written as – x; (–_____) x 2 y 2 is written as – x2 y2 and so on,1,0,6,2,A,1,Medium
4317,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"In _____xy2, _____ is the coefficient of xy2, x is the coefficient of _____y2 and y2 is the coefficient of _____x",9,10,15,11,B,10,Medium
4318,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"EXAMPLE _____ Identify, in the following expressions, terms which are not constants",2,6,0,1,D,1,Medium
4319,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Give their numerical coefficients: xy + 4, 13 – y_____, 13 – y + 5y_____, 4p_____q – 3pq_____ + 5 TRY THESE 1",7,3,2,1,C,2,Medium
4320,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Draw a tree diagram for each expression: 8y + 3x2, _____mn – 4, 2x2y",7,6,8,12,A,7,Medium
4321,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Write three expression each having _____ terms,5,3,4,9,C,4,Medium
4322,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Identify the coefficients of the terms of following expressions: 4x – 3y, a + b + _____, 2y + _____, 2xy TRY THESE 2019-20 
      SOLUTION S",4,5,10,6,B,5,Medium
4323,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Expression Term (which is not Numerical a Constant) Coefficient (i) xy + 4 xy 1 (ii) 1_____ – y2 – y2 –1 (iii) 1_____ – y + 5y2 –y –1 5y2 5 (iv) 4p2q – _____pq2 + 5 4p2q 4 – _____pq2 –_____ EXAMPLE 2 (a) What are the coefficients of x in the following expressions,8,4,3,2,C,3,Medium
4324,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"4x – 3y, 8 – x + y, y_____x – y, _____z – 5xz (b) What are the coefficients of y in the following expressions",3,2,7,1,B,2,Medium
4325,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"_____x – 3y, 8 + yz, yz2 + 5, my + m SOLUTION (a) In each expression we look for a term with x as a factor",4,5,9,3,A,4,Medium
4326,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Expression Term with Factor x Coefficient of x (i) 4x – 3y 4x 4 (ii) 8 – x + y –x –_____ (iii) y2x – y y2x y2 (iv) 2z – 5xz – 5xz – 5z (b) The method is similar to that in (a) above,1,0,6,2,A,1,Medium
4327,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Expression Term with factor y Coefficient of y (i) _____x – 3y – 3y –3 (ii) 8 + yz yz z (iii) yz2 + 5 yz2 z2 (iv) my + m my m 12,3,9,5,4,D,4,Medium
4328,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"For example, in the expression _____xy – 3x + 5xy – 4, look at the terms _____xy and 5xy",2,1,3,7,A,2,Medium
4329,Mathematics,Class 7,General Maths,General Maths - Class 7,2,", those which contain variables) factors are the same and _____19-_____ 
      hence they are like terms",25,19,20,21,C,20,Medium
4330,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"On the other hand the terms 2xy and –_____x, have different algebraic factors",4,2,3,8,C,3,Medium
4331,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Similarly, the terms, 2xy and _____, are unlike terms",3,4,9,5,B,4,Medium
4332,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Also, the terms –3x and _____ are unlike terms",5,3,4,9,C,4,Medium
4333,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"5 MONOMIALS, BINOMIALS, TRINOMIALS AND POLYNOMIALS An expression with only one term is called a monomial; for example, _____xy, – 5m, 3z2, 4 etc",7,12,8,6,A,7,Medium
4334,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"An expression which contains two unlike terms is called a binomial; for example, x + y, m – 5, mn + 4m, a_____ – b_____ are binomials",3,7,1,2,D,2,Medium
4335,Mathematics,Class 7,General Maths,General Maths - Class 7,2,The expression _____pq is not a binomial; it is a monomial,11,15,10,9,C,10,Medium
4336,Mathematics,Class 7,General Maths,General Maths - Class 7,2,The expression (a + b + _____) is not a binomial,4,10,6,5,D,5,Medium
4337,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"An expression which contains three terms is called a trinomial; for example, the expressions x + y + 7, ab + a +b, 3x_____ – 5x + _____, m + n + 10 are trinomials",3,2,7,1,B,2,Medium
4338,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"The expression ab + a + b + _____ is, however not a trinomial; it contains four terms and not three",4,5,10,6,B,5,Medium
4339,Mathematics,Class 7,General Maths,General Maths - Class 7,2,The expression x + y + _____x is not a trinomial as the terms x and _____x are like terms,10,4,5,6,C,5,Medium
4340,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"EXAMPLE 3 State with reasons, which of the following pairs of terms are of like terms and which are of unlike terms: (i) 7x, 12y (ii) 15x, –_____x (iii) – 4ab, 7ba (iv) 3xy, 3x (v) 6xy2, 9x2y (vi) pq2, – 4pq2 (vii) mn2, 10mn SOLUTION S",26,21,20,22,B,21,Medium
4341,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"factors same Unlike or different terms (i) 7x 7, x Different Unlike The variables in the _____y _____, y terms are different",11,13,12,17,C,12,Medium
4342,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"(ii) 15x 15, x Same Like –21x –21, x (iii) – _____ab – _____, a, b Same Like Remember 7 ba 7, a, b ab = ba TRY THESE Group the like terms together from the following: 12x, 12, – 25x, – 25, – 25y, 1, x, 12y, y TRY THESE Classify the following expressions as a monomial, a binomial or a trinomial: a, a + b, ab + a + b, ab + a + b – 5, xy, xy + 5, 5x2 – x + 2, _____pq – 3q + 5p, 7, _____m – 7n + 10, _____mn + 7",4,3,9,5,A,4,Medium
4343,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"2019-20 
      (iv) _____xy _____, x, y Different Unlike The variable y is only _____x _____, x in one term",8,3,2,4,B,3,Medium
4344,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"(v) 6xy_____ 6, x, y, y Different Unlike The variables in the two 9x_____y 9, x, x, y terms match, but their powers do not match",2,1,3,7,A,2,Medium
4345,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"(vi) pq2 1, p, q, q Same Like Note, numerical – _____pq2 – _____, p, q, q factor 1 is not shown Following simple steps will help you to decide whether the given terms are like or unlike terms: (i) Ignore the numerical coefficients",4,3,5,9,A,4,Medium
4346,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"Note that in deciding like terms, two things do not matter (1) the numerical coefficients of the terms and (_____) the order in which the variables are multiplied in the terms",3,1,2,7,C,2,Medium
4347,Mathematics,Class 7,General Maths,General Maths - Class 7,2,(vi) Number _____ added to three times the product of numbers m and n,6,4,10,5,D,5,Medium
4348,Mathematics,Class 7,General Maths,General Maths - Class 7,2,(vii) Product of numbers y and z subtracted from _____,9,11,10,15,C,10,Medium
4349,Mathematics,Class 7,General Maths,General Maths - Class 7,2,(a) x – 3 (b) 1 + x + x_____ (c) y – y3 (d) 5xy_____ + 7x_____y (e) – ab + _____b_____ – 3a_____ (ii) Identify terms and factors in the expressions given below: (a) – 4x + 5 (b) – 4x + 5y (c) 5y + 3y_____ (d) xy + _____x_____y_____ (e) pq + q (f) 1,1,2,7,3,B,2,Medium
4350,Mathematics,Class 7,General Maths,General Maths - Class 7,2,"6 a 20_____9-20 
      (g) 3 4 x + _____ 4 (h) 0",1,2,0,6,A,1,Medium
4351,Mathematics,Class 7,General Maths,General Maths - Class 7,2,Identify the numerical coefficients of terms (other than constants) in the following expressions: (i) 5 – 3t_____ (ii) 1 + t + t_____ + t3 (iii) x + _____xy + 3y (iv) 100m + 1000n (v) – p_____q_____ + 7pq (vi) 1,1,3,2,7,C,2,Medium
4352,Mathematics,Class 7,General Maths,General Maths - Class 7,2,_____ r2 (viii) 2 (l + b) (ix) 0,19,13,14,15,C,14,Medium
4353,Mathematics,Class 7,General Maths,General Maths - Class 7,2,(i) y_____x + y (ii) 13y_____ – 8yx (iii) x + y + _____ (iv) 5 + z + zx (v) 1 + x + xy (vi) 1_____xy_____ + _____5 (vii) 7x + xy_____ (b) Identify terms which contain y_____ and give the coefficient of y_____,1,7,3,2,D,2,Medium
